['Time', '0: 2004-12-01', '1: 2008-09-05', '2: 2008-12-11', '3: 2009-01-14', '4: 2009-03-19', '5: 2010-09-15', '6: 2011-01-20', '7: 2012-03-06', '8: 2012-10-09', '9: 2012-11-14', '10: 2012-12-12', '11: 2013-12-12', '12: 2014-03-24', '13: 2015-05-27', '14: 2016-05-26', '15: 2017-09-15', '16: 2017-09-22', '17: 2018-02-19', '18: 2019-01-08', '19: 2019-05-22', '20: 2019-08-13', '21: 2021-04-06', '22: 2021-07-10', '23: 2021-08-15', '24: 2022-01-03', '25: 2022-05-25', '26: 2024-01-25', '27: 2024-02-09', '28: 2024-02-23', '29: 2024-02-28', '30: 2024-03-08', '31: 2024-12-26', '32: 1994-07-02', '33: 1997-08-13', '34: 1997-11-16', '35: 2021-02-20', '36: 2017-01-31', '37: 2018-10-10', '38: 2018-04-15', '39: 2018-01-28', '40: 2016-10-05', '41: 2016-01-28', '42: 2015-11-04', '43: 2015-03-27', '44: 2015-03-16', '45: 2011-12-07', 'Count']
['2000-03-11 06:47:35', "(POF,89.831,(r)) (H3,89.785,(d)) (conjunction,2.75')\n(H3,85.523,(r)) (POF,85.567,(c)) (conjunction,2.61')", '1', "(Mercury,333.454,(r)) (H3,93.436,(d)) (trine,1.10')", "(Neptune,305.682,(r)) (H4,125.537,(d)) (opposition,8.73')", '4', '5', '6', '7', '8', '9', '10', '11', "(Pluto,252.897,(r)) (H3,72.920,(c)) (opposition,1.39')", '13', '14', '15', '16', '17', '18', "(H1,26.070,(r)) (Saturn,26.046,(c)) (conjunction,1.45')", '20', '21', '22', '23', '24', "(Uranus,318.697,(r)) (H10,318.636,(d)) (conjunction,3.63')", '26', '27', '28', '29', '30', "(H3,85.523,(r)) (Mean_Node,145.594,(d)) (sextile,4.26')", "(H1,26.070,(r)) (Mean_Node,116.001,(c)) (square,4.17')", "(Venus,327.281,(r)) (H8,237.315,(d)) (square,2.00')\n(H8,235.042,(r)) (Venus,324.985,(c)) (square,3.41')", '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 11]
['2000-03-11 05:46:00', "(POF,75.532,(r)) (H3,75.699,(d)) (conjunction,10.01')\n(H3,71.453,(r)) (POF,71.274,(c)) (conjunction,10.77')", '1', "(Jupiter,34.695,(r)) (H10,274.691,(c)) (trine,0.23')", '3', "(Sun,350.962,(r)) (H4,110.932,(d)) (trine,1.83')\n(H4,102.643,(r)) (Sun,342.637,(c)) (trine,0.39')", '5', '6', '7', '8', "(POF,75.532,(r)) (Venus,315.527,(c)) (trine,0.30')\n(H10,282.643,(r)) (Moon,42.562,(c)) (trine,4.90')", "(POF,75.532,(r)) (Venus,315.457,(c)) (trine,4.54')", '11', '12', '13', '14', "(Venus,327.228,(r)) (H3,87.187,(d)) (trine,2.47')", '16', '17', "(Moon,54.167,(r)) (H3,54.339,(c)) (conjunction,10.31')", '19', '20', '21', '22', '23', '24', "(H9,251.453,(r)) (Sun,11.542,(d)) (trine,5.34')", '26', '27', "(POF,75.532,(r)) (Moon,75.436,(d)) (conjunction,5.79')", "(POF,75.532,(r)) (Moon,75.448,(d)) (conjunction,5.06')\n(Sun,350.962,(r)) (H1,351.124,(c)) (conjunction,9.72')", "(POF,75.532,(r)) (Moon,75.470,(d)) (conjunction,3.74')", "(H10,282.643,(r)) (Uranus,342.643,(d)) (sextile,0.01')", "(H8,221.075,(r)) (Neptune,310.991,(d)) (square,5.02')", "(Saturn,43.315,(r)) (H8,223.390,(d)) (opposition,4.53')\n(H8,221.075,(r)) (Saturn,40.964,(c)) (opposition,6.66')", '34', '35', "(Venus,327.228,(r)) (H1,27.138,(d)) (sextile,5.41')", '37', '38', '39', '40', '41', '42', '43', '44', '45', 20]
['2000-03-11 15:10:47', "(H3,220.235,(r)) (POF,220.241,(d)) (conjunction,0.38')\n(POF,215.118,(r)) (H3,215.166,(c)) (conjunction,2.88')", '1', "(H3,220.235,(r)) (Sun,340.195,(c)) (trine,2.36')", "(POF,215.118,(r)) (Saturn,35.028,(c)) (opposition,5.35')", '4', '5', '6', '7', '8', "(Uranus,318.715,(r)) (H10,78.801,(d)) (trine,5.16')", '10', '11', '12', '13', '14', '15', '16', '17', "(Moon,59.662,(r)) (H3,239.512,(d)) (opposition,8.98')", '19', "(Uranus,318.715,(r)) (H10,48.640,(c)) (square,4.50')", '21', '22', '23', '24', '25', '26', '27', '28', '29', "(Mercury,333.327,(r)) (H6,273.235,(c)) (sextile,5.54')", "(Moon,59.662,(r)) (H1,179.673,(d)) (trine,0.67')\n(H10,67.144,(r)) (Jupiter,7.166,(c)) (sextile,1.28')", '32', '33', '34', '35', '36', "(Sun,351.354,(r)) (H1,171.210,(d)) (opposition,8.66')", "(H10,67.144,(r)) (Venus,307.237,(c)) (trine,5.59')", '39', "(Sun,351.354,(r)) (H10,51.420,(c)) (sextile,3.93')", '41', '42', '43', '44', '45', 13]
['2000-03-11 08:22:08', '0', '1', '2', '3', '4', "(Moon,55.685,(r)) (H1,55.722,(d)) (conjunction,2.24')", '6', '7', '8', "(Mercury,333.429,(r)) (H10,333.456,(d)) (conjunction,1.57')", "(Mercury,333.429,(r)) (H10,333.535,(d)) (conjunction,6.36')", '11', "(Jupiter,34.717,(r)) (H7,214.749,(c)) (opposition,1.92')", "(Neptune,305.684,(r)) (H4,125.524,(c)) (opposition,9.60')", '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '40', "(H10,320.480,(r)) (Jupiter,20.460,(c)) (sextile,1.18')", "(Mercury,333.429,(r)) (H1,33.354,(c)) (sextile,4.53')", '43', '44', '45', 7]
['2000-03-11 08:51:12', "(H4,147.991,(r)) (Mercury,327.830,(c)) (opposition,9.70')", '1', '2', '3', "(Uranus,318.701,(r)) (H4,138.845,(c)) (opposition,8.65')", '5', '6', '7', '8', '9', '10', "(H10,327.991,(r)) (Pluto,237.965,(c)) (square,1.61')", '12', '13', '14', '15', '16', '17', '18', "(H1,53.072,(r)) (Pluto,233.241,(c)) (opposition,10.10')", "(H1,53.072,(r)) (Pluto,233.043,(c)) (opposition,1.76')", '21', "(POF,117.949,(r)) (Uranus,297.994,(c)) (opposition,2.72')", "(POF,117.949,(r)) (Uranus,297.901,(c)) (opposition,2.90')", '24', '25', "(Uranus,318.701,(r)) (H3,138.714,(d)) (opposition,0.79')", "(Uranus,318.701,(r)) (H3,138.758,(d)) (opposition,3.40')", "(H1,53.072,(r)) (Venus,352.983,(d)) (sextile,5.34')", "(Uranus,318.701,(r)) (H3,138.812,(d)) (opposition,6.65')\n(H1,53.072,(r)) (Venus,352.998,(d)) (sextile,4.46')", "(H1,53.072,(r)) (Venus,353.025,(d)) (sextile,2.86')", "(H3,114.602,(r)) (Uranus,294.716,(c)) (opposition,6.87')", '32', '33', '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 14]
['2000-03-11 07:04:31', "(POF,93.729,(r)) (H3,93.690,(d)) (conjunction,2.34')\n(H3,89.406,(r)) (POF,89.446,(c)) (conjunction,2.39')", '1', '2', '3', "(Mars,21.298,(r)) (H3,81.286,(c)) (sextile,0.74')", "(H10,301.198,(r)) (Sun,1.164,(d)) (sextile,2.04')", '6', "(Uranus,318.697,(r)) (H9,258.625,(c)) (sextile,4.36')", "(Saturn,43.320,(r)) (H10,313.360,(d)) (square,2.42')", "(Uranus,318.697,(r)) (H1,18.746,(c)) (sextile,2.94')", "(Uranus,318.697,(r)) (H1,18.679,(c)) (sextile,1.10')", '11', '12', "(H1,29.815,(r)) (Saturn,29.681,(c)) (conjunction,8.07')", "(Pluto,252.897,(r)) (H8,253.076,(d)) (conjunction,10.74')", '15', '16', "(Uranus,318.697,(r)) (H4,138.683,(d)) (opposition,0.88')", '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', "(Sun,351.017,(r)) (H1,51.089,(d)) (sextile,4.32')", '32', '33', "(H7,209.815,(r)) (Venus,329.776,(d)) (trine,2.35')\n(Venus,327.296,(r)) (H3,87.316,(c)) (trine,1.21')", '35', '36', "(H10,301.198,(r)) (Uranus,301.197,(c)) (conjunction,0.03')", "(Uranus,318.697,(r)) (H10,318.833,(d)) (conjunction,8.16')", "(Uranus,318.697,(r)) (H10,318.622,(d)) (conjunction,4.49')", '40', '41', '42', '43', '44', '45', 17]
['2000-03-11 11:39:36', "(H3,159.493,(r)) (Jupiter,39.549,(d)) (trine,3.35')", '1', '2', '3', '4', "(H3,159.493,(r)) (Sun,339.492,(c)) (opposition,0.05')", "(Venus,327.532,(r)) (H3,147.420,(c)) (opposition,6.74')", '7', '8', '9', "(Uranus,318.707,(r)) (H1,78.767,(c)) (trine,3.59')", '11', '12', '13', '14', '15', '16', "(H3,159.493,(r)) (Uranus,339.587,(d)) (opposition,5.65')", "(Uranus,318.707,(r)) (H3,138.847,(c)) (opposition,8.41')", '19', "(Pluto,252.897,(r)) (H1,73.001,(c)) (opposition,6.23')", '21', "(Neptune,305.688,(r)) (H10,35.710,(d)) (square,1.32')", '23', '24', "(H9,339.493,(r)) (Mean_Node,99.568,(c)) (trine,4.48')", '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', '36', '37', "(H10,13.455,(r)) (Moon,73.491,(d)) (sextile,2.16')", "(H3,159.493,(r)) (Uranus,339.516,(d)) (opposition,1.40')", '40', "(Moon,57.605,(r)) (H3,177.695,(d)) (trine,5.39')", '42', '43', '44', '45', 12]
['2000-03-11 06:54:31', "(POF,91.429,(r)) (H3,91.381,(d)) (conjunction,2.86')\n(H3,87.111,(r)) (POF,87.158,(c)) (conjunction,2.80')", "(H4,118.790,(r)) (Mars,28.793,(d)) (square,0.18')\n(H7,207.605,(r)) (Neptune,297.628,(c)) (square,1.36')", '2', '3', "(H7,207.605,(r)) (Uranus,327.657,(d)) (trine,3.08')", '5', '6', '7', '8', '9', '10', '11', "(Uranus,318.697,(r)) (POF,78.782,(c)) (trine,5.07')", '13', "(H10,298.790,(r)) (Saturn,28.756,(c)) (square,2.01')", '15', "(H1,27.605,(r)) (Saturn,27.569,(c)) (conjunction,2.17')", '17', '18', '19', '20', '21', "(H10,298.790,(r)) (Uranus,298.707,(c)) (conjunction,4.94')", "(H10,298.790,(r)) (Uranus,298.617,(c)) (conjunction,10.39')", '24', '25', '26', '27', '28', '29', '30', "(H1,27.605,(r)) (Sun,327.549,(c)) (sextile,3.41')", '32', "(Mean_Node,121.345,(r)) (H4,121.228,(d)) (conjunction,6.99')\n(H8,236.598,(r)) (Moon,56.625,(d)) (opposition,1.60')\n(H4,118.790,(r)) (Mean_Node,118.912,(c)) (conjunction,7.36')", '34', '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 14]
['2000-03-11 11:31:28', '0', '1', "(Venus,327.525,(r)) (H3,147.463,(c)) (opposition,3.73')", '3', '4', '5', '6', '7', "(H3,157.163,(r)) (Sun,337.278,(c)) (opposition,6.88')", "(H9,337.163,(r)) (Sun,337.170,(c)) (conjunction,0.42')", "(Moon,57.526,(r)) (H10,357.569,(c)) (sextile,2.54')\n(H9,337.163,(r)) (Sun,337.087,(c)) (conjunction,4.60')", '11', '12', '13', "(Uranus,318.707,(r)) (H8,318.782,(d)) (conjunction,4.54')", '15', "(Pluto,252.897,(r)) (H1,72.847,(c)) (opposition,3.02')", '17', "(Sun,351.202,(r)) (H10,351.056,(c)) (conjunction,8.76')", '19', '20', '21', '22', '23', '24', "(H9,337.163,(r)) (Moon,37.147,(c)) (sextile,0.95')", '26', '27', "(Venus,327.525,(r)) (H2,147.675,(d)) (opposition,8.98')\n(H10,11.249,(r)) (Jupiter,11.140,(c)) (conjunction,6.54')", "(H4,191.249,(r)) (Jupiter,11.126,(c)) (opposition,7.38')", "(H10,11.249,(r)) (Jupiter,11.101,(c)) (conjunction,8.88')", "(H3,157.163,(r)) (Mean_Node,97.198,(c)) (sextile,2.07')", '32', '33', "(POF,154.530,(r)) (Mercury,334.694,(d)) (opposition,9.80')\n(H3,157.163,(r)) (Jupiter,37.194,(d)) (trine,1.82')\n(H3,157.163,(r)) (POF,157.137,(d)) (conjunction,1.60')\n(POF,154.530,(r)) (H3,154.570,(c)) (conjunction,2.38')", '35', "(Uranus,318.707,(r)) (H3,138.707,(c)) (opposition,0.01')", "(Sun,351.202,(r)) (H10,351.320,(c)) (conjunction,7.07')", '38', "(Moon,57.526,(r)) (H3,177.618,(d)) (trine,5.48')\n(H10,11.249,(r)) (Sun,11.236,(d)) (conjunction,0.77')", '40', "(H3,157.163,(r)) (Uranus,337.079,(d)) (opposition,5.08')", "(H10,11.249,(r)) (Moon,71.164,(d)) (sextile,5.13')\n(H10,11.249,(r)) (Venus,311.274,(c)) (sextile,1.49')", "(POF,154.530,(r)) (Sun,334.597,(c)) (opposition,4.00')", "(POF,154.530,(r)) (Sun,334.630,(c)) (opposition,5.96')", '45', 27]
['2000-03-11 09:33:36', '0', '1', '2', '3', "(Moon,56.380,(r)) (H3,116.306,(c)) (sextile,4.42')", '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', "(H10,339.210,(r)) (Uranus,339.098,(d)) (conjunction,6.74')\n(H10,339.210,(r)) (Moon,39.144,(c)) (sextile,3.93')", '19', '20', '21', '22', "(H1,62.227,(r)) (Saturn,62.063,(d)) (conjunction,9.85')", '24', "(H9,305.211,(r)) (Venus,305.387,(c)) (conjunction,10.56')", '26', '27', '28', '29', '30', "(POF,127.486,(r)) (Mercury,307.374,(c)) (opposition,6.71')", '32', '33', "(POF,127.486,(r)) (H3,127.548,(d)) (conjunction,3.70')\n(H3,125.211,(r)) (POF,125.157,(c)) (conjunction,3.25')", '35', '36', '37', '38', '39', '40', '41', '42', '43', '44', '45', 8]
['2000-03-11 13:27:35', '0', "(Neptune,305.690,(r)) (H7,305.805,(d)) (conjunction,6.90')", '2', '3', "(Mars,21.496,(r)) (H3,201.340,(d)) (opposition,9.37')", "(POF,184.025,(r)) (Sun,3.962,(d)) (opposition,3.81')", '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', "(H3,191.067,(r)) (Mercury,311.125,(c)) (trine,3.47')", '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', "(POF,184.025,(r)) (H2,183.892,(d)) (conjunction,7.99')", '29', '30', '31', "(H10,41.893,(r)) (Neptune,311.853,(d)) (square,2.37')", '33', "(Mean_Node,121.330,(r)) (POF,181.306,(c)) (sextile,1.49')", '35', '36', "(H10,41.893,(r)) (Uranus,341.835,(d)) (sextile,3.50')", "(H10,41.893,(r)) (Moon,42.068,(c)) (conjunction,10.51')", '39', "(H3,191.067,(r)) (Sun,11.246,(d)) (opposition,10.73')", '41', '42', '43', '44', '45', 10]
['2000-03-11 13:44:15', '0', '1', '2', '3', '4', "(H10,46.099,(r)) (Jupiter,45.950,(d)) (conjunction,8.95')", "(H3,195.918,(r)) (Venus,315.870,(c)) (trine,2.86')", '7', '8', "(Mercury,333.348,(r)) (H10,33.362,(c)) (sextile,0.82')\n(Mean_Node,121.330,(r)) (H9,1.333,(c)) (trine,0.16')", "(Mercury,333.348,(r)) (H10,33.283,(c)) (sextile,3.88')\n(Mean_Node,121.330,(r)) (H9,1.244,(c)) (trine,5.16')", '11', '12', '13', '14', '15', '16', "(H3,195.918,(r)) (Moon,75.853,(d)) (trine,3.88')\n(H3,195.918,(r)) (Jupiter,16.014,(c)) (opposition,5.78')", '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', "(POF,188.681,(r)) (Jupiter,8.507,(c)) (opposition,10.47')", '32', '33', '34', '35', "(Jupiter,34.763,(r)) (H3,214.742,(d)) (opposition,1.22')", '37', "(H3,195.918,(r)) (Moon,75.989,(d)) (trine,4.31')\n(H3,195.918,(r)) (Jupiter,15.850,(c)) (opposition,4.08')", "(H3,195.918,(r)) (Jupiter,16.079,(c)) (opposition,9.72')", '40', '41', "(Mercury,333.348,(r)) (H3,213.392,(d)) (trine,2.62')", '43', '44', "(H10,46.099,(r)) (Mercury,346.024,(d)) (sextile,4.47')", 15]
['2000-03-11 09:05:04', '0', '1', '2', '3', '4', '5', '6', "(H10,331.628,(r)) (Uranus,331.457,(d)) (conjunction,10.30')", '8', "(Uranus,318.702,(r)) (H10,318.714,(c)) (conjunction,0.75')", "(Uranus,318.702,(r)) (H10,318.637,(c)) (conjunction,3.85')", '11', '12', '13', '14', '15', '16', "(POF,121.068,(r)) (Uranus,301.155,(c)) (opposition,5.19')", '18', '19', '20', '21', "(H10,331.628,(r)) (Saturn,61.694,(d)) (square,3.92')\n(H9,298.025,(r)) (Uranus,297.906,(c)) (conjunction,7.08')", '23', '24', "(H1,56.067,(r)) (Mercury,356.105,(d)) (sextile,2.30')", '26', '27', "(H1,56.067,(r)) (Jupiter,56.048,(d)) (conjunction,1.11')", "(H1,56.067,(r)) (Jupiter,56.060,(d)) (conjunction,0.39')\n(H3,118.025,(r)) (Mercury,357.994,(d)) (trine,1.82')", "(H1,56.067,(r)) (Jupiter,56.082,(d)) (conjunction,0.92')", "(Jupiter,34.723,(r)) (H1,34.887,(c)) (conjunction,9.81')\n(Jupiter,34.723,(r)) (H3,94.723,(c)) (sextile,0.00')", '32', '33', '34', '35', '36', "(Sun,351.100,(r)) (H10,351.245,(d)) (conjunction,8.67')", "(POF,121.068,(r)) (Uranus,301.010,(c)) (opposition,3.52')", "(POF,121.068,(r)) (Uranus,301.213,(c)) (opposition,8.67')", '40', '41', '42', '43', '44', '45', 16]
['2000-03-11 11:06:16', '0', '1', '2', '3', "(Uranus,318.706,(r)) (POF,138.857,(c)) (opposition,9.09')", "(Uranus,318.706,(r)) (H3,138.675,(c)) (opposition,1.86')", '6', '7', '8', "(H1,82.511,(r)) (Jupiter,22.593,(c)) (sextile,4.88')", "(H1,82.511,(r)) (Jupiter,22.517,(c)) (sextile,0.36')", '11', "(H4,184.385,(r)) (Uranus,304.400,(c)) (trine,0.90')", '13', '14', '15', '16', '17', "(Sun,351.184,(r)) (H3,171.311,(d)) (opposition,7.56')", '19', '20', "(POF,148.608,(r)) (Neptune,328.609,(d)) (opposition,0.07')", '22', '23', "(Venus,327.503,(r)) (H10,27.498,(d)) (sextile,0.34')", '25', '26', '27', '28', "(Moon,57.281,(r)) (H3,177.241,(d)) (trine,2.39')", "(H6,239.375,(r)) (Mercury,359.403,(d)) (trine,1.68')", '31', '32', '33', "(Venus,327.503,(r)) (H3,147.493,(c)) (opposition,0.61')", "(POF,148.608,(r)) (Neptune,328.468,(d)) (opposition,8.42')", '36', "(Sun,351.184,(r)) (H3,171.027,(d)) (opposition,9.46')", '38', '39', '40', '41', '42', '43', '44', '45', 13]
['2000-03-11 08:36:56', '0', '1', '2', '3', "(Mercury,333.426,(r)) (H4,153.566,(d)) (opposition,8.44')", "(Mean_Node,121.341,(r)) (H3,121.325,(d)) (conjunction,0.95')\n(H3,111.124,(r)) (Mean_Node,111.246,(c)) (conjunction,7.33')", '6', '7', '8', '9', '10', '11', '12', '13', '14', "(H1,49.988,(r)) (Jupiter,50.144,(d)) (conjunction,9.35')", '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', "(Uranus,318.701,(r)) (POF,138.732,(d)) (opposition,1.90')", "(Uranus,318.701,(r)) (POF,138.776,(d)) (opposition,4.49')", '28', '29', '30', "(POF,114.736,(r)) (Uranus,294.817,(c)) (opposition,4.88')", '32', '33', '34', "(H8,259.504,(r)) (Venus,349.566,(d)) (square,3.68')", '36', "(H3,111.124,(r)) (Jupiter,51.077,(d)) (sextile,2.80')", '38', "(Jupiter,34.719,(r)) (H1,34.675,(c)) (conjunction,2.62')", "(H1,49.988,(r)) (Mercury,349.911,(d)) (sextile,4.60')", '41', '42', '43', '44', '45', 11]
['2000-03-11 10:35:35', '0', '1', '2', '3', '4', '5', "(Mercury,333.395,(r)) (H3,153.422,(d)) (opposition,1.59')", "(Jupiter,34.736,(r)) (H9,334.675,(d)) (sextile,3.65')", '8', '9', '10', '11', "(H3,141.564,(r)) (Pluto,261.577,(d)) (trine,0.77')", "(Neptune,305.687,(r)) (POF,125.743,(c)) (opposition,3.40')", '14', '15', '16', '17', '18', '19', '20', '21', "(H10,356.009,(r)) (Mercury,356.027,(d)) (conjunction,1.08')\n(Mercury,333.395,(r)) (H10,333.387,(c)) (conjunction,0.46')", '23', "(Moon,56.983,(r)) (H1,57.093,(c)) (conjunction,6.62')", "(H1,75.713,(r)) (Moon,75.809,(d)) (conjunction,5.79')", "(Mars,21.407,(r)) (H10,21.500,(d)) (conjunction,5.56')", "(Mars,21.407,(r)) (H10,21.543,(d)) (conjunction,8.15')\n(H1,75.713,(r)) (Uranus,345.638,(d)) (square,4.52')", '28', '29', '30', '31', '32', '33', "(POF,141.532,(r)) (Uranus,321.541,(d)) (opposition,0.49')\n(H3,141.564,(r)) (Uranus,321.541,(d)) (opposition,1.42')", '35', '36', '37', '38', '39', '40', '41', "(H1,75.713,(r)) (Mercury,315.738,(c)) (trine,1.52')", '43', '44', '45', 14]
['2000-03-11 08:35:20', "(H3,110.736,(r)) (Moon,50.737,(c)) (sextile,0.05')", '1', '2', '3', '4', "(Jupiter,34.719,(r)) (H10,334.697,(d)) (sextile,1.31')", '6', "(H10,323.872,(r)) (Jupiter,23.915,(c)) (sextile,2.61')", "(H10,323.872,(r)) (Saturn,53.897,(d)) (square,1.53')", '9', '10', '11', '12', '13', "(Neptune,305.684,(r)) (H1,35.769,(c)) (square,5.11')", "(Jupiter,34.719,(r)) (H1,34.643,(c)) (conjunction,4.54')", '16', '17', "(Mercury,333.426,(r)) (H1,33.508,(c)) (sextile,4.93')", '19', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', "(H1,49.642,(r)) (Jupiter,49.588,(d)) (conjunction,3.25')", "(Mercury,333.426,(r)) (H3,93.494,(c)) (trine,4.10')", '38', '39', '40', '41', '42', '43', '44', '45', 9]
['2000-03-11 05:42:48', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', "(H8,220.342,(r)) (Moon,40.206,(c)) (opposition,8.16')", '14', '15', '16', "(H3,70.721,(r)) (Venus,310.713,(c)) (trine,0.45')", "(H3,70.721,(r)) (Moon,70.888,(d)) (conjunction,10.04')", '19', '20', "(Mean_Node,121.348,(r)) (H4,121.467,(d)) (conjunction,7.19')", '22', '23', '24', '25', '26', '27', '28', '29', '30', '31', '32', "(POF,74.785,(r)) (Pluto,254.808,(d)) (opposition,1.34')", "(Pluto,252.897,(r)) (H3,72.803,(d)) (opposition,5.63')", "(Mean_Node,121.348,(r)) (H4,121.350,(d)) (conjunction,0.17')\n(Mars,21.256,(r)) (H8,201.171,(c)) (opposition,5.07')", "(H1,11.609,(r)) (Venus,311.673,(c)) (sextile,3.81')", "(H3,70.721,(r)) (Moon,70.669,(d)) (conjunction,3.09')", "(Moon,54.136,(r)) (H3,54.265,(c)) (conjunction,7.74')", "(Venus,327.226,(r)) (H1,27.293,(d)) (sextile,4.01')\n(H3,70.721,(r)) (Venus,310.768,(c)) (trine,2.84')", '40', '41', '42', '43', '44', '45', 13]
['2000-03-11 13:06:47', '0', '1', "(Venus,327.607,(r)) (H10,27.588,(c)) (sextile,1.12')", '3', '4', '5', '6', "(Uranus,318.710,(r)) (H9,18.711,(d)) (sextile,0.07')\n(Sun,351.268,(r)) (H9,351.127,(c)) (conjunction,8.45')", '8', '9', '10', '11', '12', "(H8,328.018,(r)) (Pluto,238.097,(c)) (square,4.77')", '14', '15', '16', '17', "(H1,111.204,(r)) (Venus,351.262,(d)) (trine,3.48')", "(Pluto,252.898,(r)) (H9,342.873,(c)) (square,1.45')", '20', "(POF,178.390,(r)) (Mars,358.275,(c)) (opposition,6.94')", '22', '23', '24', "(Moon,58.454,(r)) (H10,58.370,(d)) (conjunction,5.02')", '26', '27', '28', "(H3,184.973,(r)) (Mercury,305.010,(c)) (trine,2.22')", '30', "(Uranus,318.710,(r)) (H1,138.533,(d)) (opposition,10.63')", '32', '33', '34', "(POF,178.390,(r)) (Mars,358.412,(c)) (opposition,1.29')", '36', "(Mercury,333.357,(r)) (H1,93.345,(c)) (trine,0.71')", '38', '39', '40', '41', '42', '43', '44', "(Sun,351.268,(r)) (H9,351.411,(c)) (conjunction,8.57')", 13]
['2000-03-11 11:35:44', '0', "(Mars,21.438,(r)) (H4,201.401,(d)) (opposition,2.24')", '2', "(H4,192.407,(r)) (Mars,12.309,(c)) (opposition,5.89')", "(H3,158.384,(r)) (Venus,338.382,(d)) (opposition,0.11')\n(H7,269.182,(r)) (Uranus,329.212,(d)) (sextile,1.76')", '5', '6', '7', '8', '9', '10', '11', "(POF,155.545,(r)) (Sun,335.657,(c)) (opposition,6.72')", "(Uranus,318.707,(r)) (H8,318.879,(d)) (conjunction,10.33')", '14', '15', '16', "(Uranus,318.707,(r)) (H3,138.742,(c)) (opposition,2.12')", "(H10,12.407,(r)) (Sun,12.346,(d)) (conjunction,3.69')", '19', '20', '21', "(H1,89.182,(r)) (Pluto,269.162,(d)) (opposition,1.23')\n(H1,89.182,(r)) (Mars,359.201,(c)) (square,1.10')", "(H1,89.182,(r)) (Pluto,269.251,(d)) (opposition,4.11')\n(H1,89.182,(r)) (Mars,359.097,(c)) (square,5.13')", '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '35', "(H3,158.384,(r)) (Uranus,338.306,(d)) (opposition,4.66')\n(H10,12.407,(r)) (Moon,72.349,(d)) (sextile,3.51')", '37', "(Uranus,318.707,(r)) (H3,138.583,(c)) (opposition,7.44')\n(H10,12.407,(r)) (Mercury,312.473,(c)) (sextile,3.97')", "(Uranus,318.707,(r)) (H3,138.806,(c)) (opposition,5.95')", '40', '41', '42', '43', '44', "(Uranus,318.707,(r)) (H1,78.795,(c)) (trine,5.28')", 18]
['2000-03-11 06:35:51', "(POF,87.121,(r)) (H3,87.092,(d)) (conjunction,1.76')\n(H3,82.840,(r)) (Venus,322.916,(c)) (trine,4.52')\n(H3,82.840,(r)) (POF,82.865,(c)) (conjunction,1.50')", "(H7,203.466,(r)) (Mean_Node,113.424,(c)) (square,2.53')", '2', '3', '4', '5', '6', '7', "(H3,82.840,(r)) (Pluto,262.971,(d)) (opposition,7.87')", "(H1,23.466,(r)) (Jupiter,23.380,(c)) (conjunction,5.14')", "(Jupiter,34.702,(r)) (H1,34.545,(d)) (conjunction,9.39')\n(H1,23.466,(r)) (Jupiter,23.312,(c)) (conjunction,9.25')", '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', "(H4,114.335,(r)) (Saturn,24.291,(c)) (square,2.64')", '22', '23', '24', "(H9,262.840,(r)) (Mean_Node,142.886,(d)) (trine,2.78')", '26', '27', '28', '29', "(H6,176.412,(r)) (Mercury,356.574,(d)) (opposition,9.75')\n(H6,176.412,(r)) (Uranus,296.380,(c)) (trine,1.93')", '31', '32', "(Moon,54.652,(r)) (H8,234.681,(d)) (opposition,1.72')\n(H1,23.466,(r)) (Mars,23.536,(d)) (conjunction,4.18')\n(Mars,21.283,(r)) (H1,21.213,(c)) (conjunction,4.22')", '34', "(H4,114.335,(r)) (Saturn,24.403,(c)) (square,4.06')", '36', '37', '38', '39', '40', '41', '42', '43', '44', "(Mercury,333.457,(r)) (H9,273.439,(d)) (sextile,1.13')", 17]
