['Time', '0: 2009-03-19', '1: 2011-12-07', '2: 2012-03-06', '3: 2012-12-12', '4: 2013-12-12', '5: 2014-03-24', '6: 2015-05-27', '7: 2016-01-26', '8: 2016-05-27', '9: 2017-09-15', '10: 2017-09-22', '11: 2018-02-19', '12: 2019-05-22', '13: 2021-04-06', '14: 2021-07-10', '15: 2022-01-03', '16: 2022-05-25', '17: 2024-01-11', '18: 2024-03-08', '19: 2025-06-23', '20: 2025-07-24', '21: 2025-07-25', 'Count']
['2000-03-11 11:31:28', '0', "(H9,337.163,(r)) (Jupiter,37.228,(p)) (sextile,3.91')", "(H9,337.163,(r)) (Jupiter,37.282,(p)) (sextile,7.13')\n(Uranus,318.068,(c)) (H1,78.234,(c)) (trine,10.01')", "(Venus,327.525,(r)) (POF,327.482,(p)) (conjunction,2.57')", "(H10,11.249,(r)) (Mars,11.133,(c)) (conjunction,7.00')", "(H3,157.163,(r)) (Sun,337.137,(c)) (opposition,1.58')", '6', '7', '8', '9', '10', "(Uranus,318.707,(r)) (H3,138.567,(c)) (opposition,8.40')", '12', '13', '14', "(Mean_Node,120.179,(p)) (H3,180.283,(p)) (sextile,6.24')", "(Moon,347.294,(p)) (H1,107.503,(p)) (trine,12.57')\n(Moon,129.976,(c)) (H1,69.725,(c)) (sextile,15.07')", '17', "(H10,11.249,(r)) (Moon,11.331,(p)) (conjunction,4.93')", '19', "(Neptune,305.688,(r)) (H10,35.794,(p)) (square,6.39')", '21', 12]
['2000-03-11 09:33:36', '0', "(H10,339.210,(r)) (POF,339.063,(c)) (conjunction,8.80')", "(Venus,327.424,(r)) (H10,327.460,(c)) (conjunction,2.19')", "(Moon,231.288,(p)) (H10,351.776,(p)) (trine,29.26')", '4', "(Uranus,318.703,(r)) (H3,138.619,(p)) (opposition,5.04')\n(H3,125.211,(r)) (Sun,5.074,(p)) (trine,8.21')\n(Sun,351.120,(r)) (H7,230.968,(c)) (trine,9.16')", '6', "(H10,339.210,(r)) (Mercury,339.161,(p)) (conjunction,2.95')", "(H8,272.418,(r)) (Moon,272.851,(p)) (conjunction,25.95')", "(Moon,56.380,(r)) (H10,356.487,(p)) (sextile,6.43')", '10', "(H3,125.211,(r)) (Venus,305.254,(c)) (opposition,2.56')", '12', '13', '14', "(Uranus,319.708,(p)) (H1,79.551,(p)) (trine,9.39')", "(Uranus,319.723,(p)) (H1,79.865,(p)) (trine,8.52')\n(Uranus,317.487,(c)) (H10,317.473,(c)) (conjunction,0.84')", '17', "(Moon,102.703,(c)) (H1,42.717,(c)) (sextile,0.81')\n(Moon,102.703,(c)) (H3,103.106,(c)) (conjunction,24.14')", '19', '20', "(Moon,29.423,(p)) (H3,149.942,(p)) (trine,31.17')", 16]
['2000-03-11 13:27:35', "(Mercury,333.352,(r)) (H4,213.323,(c)) (trine,1.75')\n(Mean_Node,121.330,(r)) (H3,181.289,(c)) (sextile,2.51')", '1', "(POF,30.561,(c)) (H10,30.428,(c)) (conjunction,8.02')", "(Moon,233.292,(p)) (H10,53.491,(p)) (opposition,11.93')", "(H3,191.067,(r)) (POF,11.149,(p)) (opposition,4.90')", "(H3,191.067,(r)) (Mars,10.983,(c)) (opposition,5.03')", '6', "(Venus,327.625,(r)) (H3,207.690,(p)) (trine,3.94')", "(Saturn,43.345,(r)) (H1,133.220,(p)) (square,7.51')\n(H10,41.893,(r)) (Saturn,41.964,(c)) (conjunction,4.29')", '9', "(H10,41.893,(r)) (Saturn,41.867,(c)) (conjunction,1.53')", "(Mean_Node,121.330,(r)) (POF,61.281,(p)) (sextile,2.96')\n(Sun,351.282,(r)) (H3,171.420,(c)) (opposition,8.28')\n(H3,191.067,(r)) (Moon,190.912,(c)) (conjunction,9.28')", '12', '13', "(Uranus,318.711,(r)) (H1,138.816,(p)) (opposition,6.33')", '15', "(Uranus,319.730,(p)) (H1,139.791,(p)) (opposition,3.66')\n(H9,11.067,(r)) (Moon,131.152,(c)) (trine,5.13')", "(Mercury,333.352,(r)) (H10,63.232,(p)) (square,7.19')\n(Neptune,305.690,(r)) (H3,215.747,(p)) (square,3.42')", "(Moon,105.078,(c)) (H3,164.647,(c)) (sextile,25.83')", '19', '20', '21', 19]
['2000-03-11 13:44:15', '0', '1', "(Jupiter,34.763,(r)) (POF,34.878,(c)) (conjunction,6.92')\n(Jupiter,34.763,(r)) (H10,34.773,(c)) (conjunction,0.59')\n(POF,34.878,(c)) (H10,34.773,(c)) (conjunction,6.32')", "(H9,15.918,(r)) (Moon,255.642,(c)) (trine,16.56')\n(Mean_Node,122.006,(c)) (H9,2.081,(c)) (trine,4.53')", '4', "(Moon,240.376,(c)) (H3,180.666,(c)) (sextile,17.40')", "(H4,226.099,(r)) (Moon,226.069,(c)) (conjunction,1.82')", '7', '8', "(POF,188.681,(r)) (Sun,8.690,(p)) (opposition,0.51')\n(Uranus,319.537,(p)) (H1,139.673,(p)) (opposition,8.18')", "(Uranus,319.538,(p)) (H1,139.695,(p)) (opposition,9.42')", '11', "(Mercury,333.348,(r)) (H10,63.180,(p)) (square,10.09')\n(Neptune,305.691,(r)) (H9,35.687,(p)) (square,0.22')\n(Mars,35.643,(p)) (H9,35.687,(p)) (conjunction,2.61')", '13', '14', '15', "(H10,46.099,(r)) (Mercury,346.076,(p)) (sextile,1.36')", '17', '18', '19', "(H10,46.099,(r)) (Saturn,46.074,(p)) (conjunction,1.50')", '21', 15]
['2000-03-11 09:05:04', "(H3,118.025,(r)) (Moon,297.651,(c)) (opposition,22.41')", '1', '2', '3', "(Saturn,43.328,(r)) (H12,43.322,(p)) (conjunction,0.34')", "(H3,118.025,(r)) (Moon,238.030,(c)) (trine,0.35')\n(Mercury,345.316,(c)) (H3,105.361,(c)) (trine,2.70')", "(Moon,223.665,(c)) (H1,43.821,(c)) (opposition,9.35')", "(Venus,347.012,(p)) (H10,347.100,(p)) (conjunction,5.33')\n(H10,331.628,(r)) (Jupiter,31.652,(c)) (sextile,1.40')", '8', '9', "(Saturn,41.854,(c)) (H1,41.903,(c)) (conjunction,2.92')", '11', "(Saturn,43.328,(r)) (H10,313.195,(c)) (square,8.00')", "(Pluto,252.822,(p)) (H7,252.676,(p)) (conjunction,8.78')", "(Pluto,252.897,(r)) (H1,72.882,(p)) (opposition,0.89')\n(Pluto,252.819,(p)) (H1,72.882,(p)) (opposition,3.77')", "(Uranus,318.702,(r)) (H3,138.546,(p)) (opposition,9.31')", '16', '17', "(Sun,14.892,(p)) (H1,75.005,(p)) (sextile,6.74')", "(Sun,16.165,(p)) (H1,76.040,(p)) (sextile,7.51')\n(Mercury,333.418,(r)) (POF,153.369,(c)) (opposition,2.98')\n(H1,56.067,(r)) (Venus,296.172,(c)) (trine,6.33')", '20', "(Sun,16.251,(p)) (H1,76.110,(p)) (sextile,8.46')\n(H1,56.067,(r)) (Venus,296.064,(c)) (trine,0.16')", 19]
['2000-03-11 11:06:16', '0', "(Venus,312.996,(c)) (H1,72.898,(c)) (trine,5.85')\n(Uranus,318.080,(c)) (H9,318.092,(c)) (conjunction,0.71')", "(Moon,222.479,(p)) (H9,342.475,(p)) (trine,0.24')\n(Venus,342.310,(p)) (H9,342.475,(p)) (conjunction,9.89')\n(Venus,312.691,(c)) (H1,72.696,(c)) (trine,0.29')", "(Venus,343.261,(p)) (H9,343.283,(p)) (conjunction,1.35')", '4', '5', '6', "(H3,150.033,(r)) (Moon,269.662,(p)) (trine,22.30')", '8', '9', '10', '11', '12', "(Pluto,252.897,(r)) (H4,162.908,(c)) (square,0.66')", "(Pluto,252.718,(c)) (H10,342.639,(c)) (square,4.76')", '15', '16', "(Mars,21.423,(r)) (POF,201.569,(c)) (opposition,8.75')", '18', "(Moon,29.092,(p)) (H10,29.143,(p)) (conjunction,3.04')\n(H3,150.033,(r)) (Jupiter,30.045,(c)) (trine,0.69')", '20', "(H3,150.033,(r)) (Moon,30.328,(p)) (trine,17.66')\n(H3,150.033,(r)) (Jupiter,30.031,(c)) (trine,0.17')", 14]
['2000-03-11 08:36:56', '0', '1', '2', "(H9,291.124,(r)) (Moon,230.802,(p)) (sextile,19.33')\n(Mercury,336.524,(p)) (H10,336.489,(p)) (conjunction,2.11')", '4', "(Jupiter,37.704,(p)) (H4,157.727,(p)) (trine,1.37')", '6', '7', '8', '9', '10', '11', "(Pluto,252.897,(r)) (H10,342.754,(p)) (square,8.62')\n(Pluto,252.839,(p)) (H10,342.754,(p)) (square,5.10')", '13', "(Mercury,344.801,(p)) (H10,344.849,(p)) (conjunction,2.87')", "(Mercury,345.364,(p)) (H10,345.325,(p)) (conjunction,2.35')", "(POF,114.736,(r)) (Venus,354.801,(p)) (trine,3.89')\n(Moon,345.710,(p)) (H10,345.708,(p)) (conjunction,0.12')\n(Mercury,345.823,(p)) (H10,345.708,(p)) (conjunction,6.90')", '17', "(Jupiter,30.241,(c)) (H1,30.302,(c)) (conjunction,3.68')", '19', "(Sun,325.592,(c)) (POF,145.704,(c)) (opposition,6.71')", "(Sun,325.590,(c)) (POF,145.665,(c)) (opposition,4.53')", 13]
['2000-03-11 10:35:35', '0', "(Mercury,333.395,(r)) (H9,333.445,(p)) (conjunction,3.03')", '2', '3', "(Moon,244.060,(p)) (H12,63.720,(p)) (opposition,20.43')", '5', "(Mean_Node,121.337,(r)) (H8,301.181,(p)) (opposition,9.35')", "(Sun,351.163,(r)) (POF,351.118,(p)) (conjunction,2.70')", '8', '9', '10', "(Mean_Node,121.337,(r)) (H7,241.158,(c)) (trine,10.71')", '12', '13', '14', '15', "(Mercury,333.395,(r)) (H10,333.548,(c)) (conjunction,9.15')", '17', "(Uranus,319.795,(p)) (H10,19.741,(p)) (sextile,3.26')", "(Moon,56.983,(r)) (H3,116.869,(c)) (sextile,6.86')", '20', "(H10,356.009,(r)) (Venus,296.142,(c)) (sextile,7.98')", 9]
['2000-03-11 08:35:20', '0', "(Mean_Node,121.341,(r)) (H9,301.289,(p)) (opposition,3.15')\n(Venus,312.866,(c)) (H10,312.815,(c)) (conjunction,3.08')", "(Mean_Node,121.341,(r)) (H9,301.514,(p)) (opposition,10.36')\n(Venus,312.562,(c)) (H10,312.584,(c)) (conjunction,1.32')", "(H9,290.736,(r)) (Moon,230.788,(p)) (sextile,3.09')", '4', "(Mean_Node,120.598,(p)) (H7,240.683,(p)) (trine,5.12')", '6', "(H10,323.872,(r)) (POF,323.694,(p)) (conjunction,10.62')\n(Mercury,339.124,(p)) (H10,339.087,(p)) (conjunction,2.18')", "(Moon,272.374,(p)) (H8,272.593,(p)) (conjunction,13.13')", "(Mercury,340.689,(p)) (H10,340.681,(p)) (conjunction,0.50')", '10', "(H7,229.642,(r)) (Venus,349.539,(p)) (trine,6.18')\n(Mercury,341.121,(p)) (H4,161.100,(p)) (opposition,1.25')", "(H1,49.642,(r)) (Uranus,319.599,(p)) (square,2.59')\n(Mercury,342.425,(p)) (H10,342.323,(p)) (conjunction,6.12')\n(Neptune,305.684,(r)) (H10,305.835,(c)) (conjunction,9.03')", "(Mean_Node,122.457,(c)) (H7,212.434,(c)) (square,1.43')", "(H1,49.642,(r)) (Uranus,319.687,(p)) (square,2.68')", "(Jupiter,34.719,(r)) (POF,34.709,(p)) (conjunction,0.60')", "(Moon,345.696,(p)) (H10,345.275,(p)) (conjunction,25.22')\n(Jupiter,39.528,(p)) (POF,39.689,(p)) (conjunction,9.65')", "(Mars,3.409,(c)) (H12,3.559,(c)) (conjunction,8.95')", "(Mercury,344.979,(c)) (POF,165.079,(c)) (opposition,6.03')", "(H1,49.642,(r)) (Mercury,349.643,(p)) (sextile,0.08')\n(H10,323.872,(r)) (Moon,83.382,(c)) (trine,29.39')", '20', "(H1,49.642,(r)) (Mercury,349.757,(p)) (sextile,6.88')", 25]
['2000-03-11 05:42:48', "(Uranus,319.140,(p)) (H7,198.980,(p)) (trine,9.59')\n(H4,101.901,(r)) (Sun,341.928,(c)) (trine,1.63')\n(Uranus,318.217,(c)) (POF,318.138,(c)) (conjunction,4.73')", "(H10,281.901,(r)) (Venus,341.729,(p)) (sextile,10.30')", "(H10,281.901,(r)) (Venus,342.034,(p)) (sextile,7.96')", "(H1,11.609,(r)) (Moon,251.661,(c)) (trine,3.08')\n(H1,11.609,(r)) (Venus,311.463,(c)) (sextile,8.80')", '4', "(H3,70.721,(r)) (Mars,10.739,(c)) (sextile,1.10')", '6', '7', '8', '9', '10', '11', '12', '13', '14', "(H1,11.609,(r)) (Moon,132.099,(c)) (trine,29.38')", '16', '17', '18', '19', "(Saturn,43.315,(r)) (POF,43.175,(p)) (conjunction,8.37')", "(Moon,80.392,(c)) (H10,259.865,(c)) (opposition,31.64')", 11]
['2000-03-11 13:06:47', "(H3,184.973,(r)) (Moon,184.890,(p)) (conjunction,4.99')\n(H4,216.570,(r)) (Jupiter,36.654,(p)) (opposition,5.07')", '1', "(Moon,264.434,(c)) (H10,24.939,(c)) (trine,30.28')", "(H10,36.570,(r)) (Mercury,336.665,(p)) (sextile,5.70')", "(H3,184.973,(r)) (POF,5.044,(p)) (opposition,4.26')\n(Mercury,344.975,(c)) (H12,74.893,(c)) (square,4.93')", "(Mean_Node,121.331,(r)) (POF,1.148,(c)) (trine,10.97')", "(Neptune,306.081,(p)) (H1,126.146,(p)) (opposition,3.90')", "(Sun,351.268,(r)) (H10,51.160,(p)) (sextile,6.48')", '8', "(Sun,8.664,(p)) (H1,128.534,(p)) (trine,7.81')\n(Uranus,317.762,(c)) (POF,317.871,(c)) (conjunction,6.48')", "(Uranus,317.761,(c)) (POF,317.621,(c)) (conjunction,8.45')", '11', '12', '13', '14', "(Sun,12.911,(p)) (H1,133.092,(p)) (trine,10.82')", '16', "(Mean_Node,120.069,(p)) (H3,209.977,(p)) (square,5.53')", "(Moon,58.454,(r)) (H10,58.371,(p)) (conjunction,5.00')", '19', "(Moon,31.468,(p)) (H3,211.538,(p)) (opposition,4.24')", "(Moon,31.506,(p)) (H3,211.541,(p)) (opposition,2.08')", 17]
['2000-03-11 11:35:44', '0', "(Moon,219.625,(p)) (H1,99.211,(p)) (trine,24.81')\n(Moon,266.595,(c)) (H9,326.127,(c)) (sextile,28.10')", "(Sun,351.205,(r)) (H9,351.052,(p)) (conjunction,9.16')", "(Moon,232.335,(p)) (H9,351.870,(p)) (trine,27.90')\n(Uranus,318.707,(r)) (H1,78.539,(c)) (trine,10.06')\n(H9,338.384,(r)) (Sun,338.425,(c)) (conjunction,2.47')", '4', '5', '6', '7', "(Uranus,318.707,(r)) (H8,318.655,(p)) (conjunction,3.13')\n(H8,302.432,(r)) (Moon,212.419,(c)) (square,0.79')", "(H3,158.384,(r)) (Jupiter,38.502,(p)) (trine,7.09')", '10', "(Moon,57.568,(r)) (H3,177.400,(p)) (trine,10.09')", '12', '13', '14', "(Mercury,333.380,(r)) (H10,33.544,(p)) (sextile,9.83')\n(H1,89.182,(r)) (Sun,329.305,(c)) (trine,7.38')\n(Moon,135.666,(c)) (H3,135.741,(c)) (conjunction,4.49')", '16', '17', '18', "(H1,89.182,(r)) (Moon,29.380,(p)) (sextile,11.86')", "(Mars,21.438,(r)) (H1,111.529,(p)) (square,5.44')\n(Neptune,305.688,(r)) (POF,125.755,(p)) (opposition,4.01')", '21', 16]
['2000-03-11 06:35:51', '0', "(Venus,312.763,(c)) (H9,252.904,(c)) (sextile,8.43')", '2', "(Mercury,333.457,(r)) (H9,273.513,(p)) (sextile,3.34')\n(Moon,252.100,(c)) (H9,252.032,(c)) (conjunction,4.11')", '4', "(Jupiter,34.702,(r)) (H3,94.587,(p)) (sextile,6.87')\n(Jupiter,34.702,(r)) (H7,214.758,(p)) (opposition,3.38')\n(Mars,10.767,(c)) (H3,70.930,(c)) (sextile,9.80')", "(Neptune,305.682,(r)) (H1,35.693,(p)) (square,0.68')", "(POF,87.121,(r)) (Moon,267.446,(p)) (opposition,19.53')", '8', '9', '10', "(Moon,187.080,(c)) (H3,67.534,(c)) (trine,27.21')", '12', '13', "(Saturn,43.318,(r)) (H10,313.233,(p)) (square,5.09')", "(H10,294.335,(r)) (Venus,354.217,(p)) (sextile,7.06')", '16', "(Mars,3.346,(c)) (H1,3.393,(c)) (conjunction,2.79')\n(Mars,3.346,(c)) (H10,273.466,(c)) (square,7.17')", "(Mercury,333.457,(r)) (H10,273.326,(c)) (sextile,7.86')\n(Uranus,317.377,(c)) (POF,137.259,(c)) (opposition,7.09')", '19', "(Mars,2.180,(c)) (H1,2.051,(c)) (conjunction,7.73')\n(Mars,2.180,(c)) (H10,272.095,(c)) (square,5.11')", '21', 17]
['2000-03-11 11:37:04', "(H3,158.766,(r)) (Venus,338.674,(p)) (opposition,5.49')", "(Sun,351.206,(r)) (H9,351.181,(p)) (conjunction,1.50')\n(POF,155.863,(r)) (Mercury,335.886,(p)) (opposition,1.35')\n(Moon,219.636,(p)) (H1,99.532,(p)) (trine,6.28')\n(Moon,266.606,(c)) (H9,326.496,(c)) (sextile,6.62')", "(Uranus,319.289,(p)) (POF,319.365,(p)) (conjunction,4.58')\n(H10,12.769,(r)) (Venus,312.718,(c)) (sextile,3.05')", "(Moon,232.347,(p)) (H9,352.261,(p)) (trine,5.14')\n(Uranus,318.707,(r)) (H1,78.834,(c)) (trine,7.65')", '4', '5', "(H8,302.784,(r)) (Mars,32.666,(p)) (square,7.09')", "(H1,89.488,(r)) (Moon,269.914,(p)) (opposition,25.55')", "(H8,302.784,(r)) (Moon,212.431,(c)) (square,21.22')", '9', '10', '11', "(Saturn,45.350,(p)) (POF,45.319,(p)) (conjunction,1.86')\n(Uranus,318.707,(r)) (H9,318.790,(c)) (conjunction,4.98')", '13', '14', "(H10,12.769,(r)) (Sun,12.850,(p)) (conjunction,4.88')\n(Moon,57.581,(r)) (POF,237.645,(c)) (opposition,3.84')\n(H1,89.488,(r)) (Sun,329.306,(c)) (trine,10.92')\n(Moon,135.680,(c)) (H3,136.097,(c)) (conjunction,25.01')", '16', '17', '18', "(H1,89.488,(r)) (Moon,29.393,(p)) (sextile,5.71')", "(Neptune,306.283,(p)) (POF,126.111,(p)) (opposition,10.32')", '21', 20]
['2000-03-11 11:54:08', '0', '1', '2', '3', '4', '5', '6', "(Mean_Node,120.493,(p)) (H3,180.604,(p)) (sextile,6.63')", '8', "(Moon,289.410,(p)) (H1,108.923,(p)) (opposition,29.22')\n(Uranus,318.708,(r)) (H1,78.631,(c)) (trine,4.59')", "(Mars,34.375,(p)) (H10,34.280,(p)) (conjunction,5.67')", '11', "(Neptune,305.688,(r)) (H10,35.844,(p)) (square,9.32')\n(Mercury,347.174,(c)) (H1,77.215,(c)) (square,2.48')", "(Pluto,252.897,(r)) (POF,72.964,(p)) (opposition,3.97')\n(Pluto,252.821,(p)) (POF,72.964,(p)) (opposition,8.57')", '14', '15', "(Venus,327.544,(r)) (POF,87.564,(p)) (trine,1.20')", "(Moon,9.404,(p)) (H3,189.100,(p)) (opposition,18.29')\n(Uranus,318.708,(r)) (H3,138.579,(c)) (opposition,7.70')\n(H1,93.438,(r)) (Mars,3.515,(c)) (square,4.59')", "(H3,163.686,(r)) (Moon,104.129,(c)) (sextile,26.59')\n(H10,17.382,(r)) (Uranus,317.390,(c)) (sextile,0.51')\n(Jupiter,30.263,(c)) (POF,210.170,(c)) (opposition,5.62')", '19', "(Sun,351.218,(r)) (H10,351.379,(c)) (conjunction,9.65')\n(H3,163.686,(r)) (Mercury,343.854,(c)) (opposition,10.10')", "(Sun,351.218,(r)) (H10,351.376,(c)) (conjunction,9.48')\n(H3,163.686,(r)) (Mercury,343.852,(c)) (opposition,9.94')", 19]
['2000-03-11 12:35:36', '0', "(H1,103.361,(r)) (Mercury,343.213,(c)) (trine,8.87')\n(Mercury,343.213,(c)) (H9,343.097,(c)) (conjunction,6.93')", "(H1,103.361,(r)) (Moon,223.258,(p)) (trine,6.16')\n(H1,103.361,(r)) (Mercury,343.449,(c)) (trine,5.29')", "(H1,103.361,(r)) (Venus,343.337,(p)) (trine,1.42')\n(Jupiter,32.252,(c)) (H1,92.077,(c)) (sextile,10.49')", '4', '5', '6', "(Moon,58.150,(r)) (H1,118.204,(p)) (sextile,3.20')", "(Mean_Node,122.191,(c)) (H8,302.304,(c)) (opposition,6.78')", '9', '10', "(Mean_Node,120.382,(p)) (H7,300.237,(p)) (opposition,8.73')\n(Venus,327.580,(r)) (H7,267.567,(c)) (sextile,0.77')\n(Moon,190.430,(c)) (H4,190.489,(c)) (conjunction,3.53')", '12', '13', '14', '15', '16', "(Moon,9.798,(p)) (H12,99.303,(p)) (square,29.73')", '18', '19', "(Sun,351.246,(r)) (H1,81.132,(c)) (square,6.85')\n(Moon,58.150,(r)) (H3,148.309,(c)) (square,9.52')", '21', 14]
